"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site_name","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Rh_annual","Ra_annual","Manipulation","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","Ecosystem_type2","Outlier_rh","Outlier_ra","Mean.Temp.","Mean.Precip.","delta.Mean.Temp.","delta.Mean.Precip."
6114,2001,1,-25.01973,31.4969,"Kruger National Park",10443,365,"Subtropical","Natural","Shrubland","Deciduous",NA,547,"IRGA","","Mature",1290,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,5.32,1367.16666666667,0.020387293347202,373.625326357198
6115,2001,1,-25.01973,31.4969,"Kruger National Park",10443,365,"Subtropical","Natural","Shrubland","Deciduous",NA,547,"IRGA","","Mature",1156,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,5.32,1367.16666666667,0.020387293347202,373.625326357198
6116,2010.5,3,31.62,103.9,"Maoxian Mountain Ecosystem Research Station",7300,NA,"Temperate","Managed","Forest","Evergreen",8.9,900,"IRGA","","Mature",450,NA,NA,"None",NA,11.1,NA,NA,NA,"Forest",0,0,5.96818181818182,853.416666666667,0.66856911152902,-140.124673642802
6365,2010.5,1,29.7,103.2333333,"Liujiang",7527,600,"Subtropical","Managed","Forest","Deciduous",NA,1490,"IRGA","Exclusion","Aggrading",427.63,344.38,208.14,"None",NA,11,NA,NA,NA,"Forest",0,0,1.57181818181818,1137.16666666667,-3.72779452483462,143.625326357198
6460,2009,1,22.16666667,106.8333333,"Experimental Center of Tropical Forestry",7573,NA,"Subtropical","Managed","Forest","Evergreen",21,1400,"Gas chromatography","","Aggrading",377,NA,NA,"None",NA,NA,57,8,35,"Forest",0,0,11.09,1022.25,5.7903872933472,28.7086596905317
6461,2009,1,22.16666667,106.8333333,"Experimental Center of Tropical Forestry",7573,NA,"Subtropical","Managed","Forest","Mixed",21,1400,"Gas chromatography","","Aggrading",456,NA,NA,"None",NA,NA,62,7,31,"Forest",0,0,11.09,1022.25,5.7903872933472,28.7086596905317
6462,2009,1,22.16666667,106.8333333,"Experimental Center of Tropical Forestry",7573,NA,"Subtropical","Managed","Forest","Evergreen",21,1400,"Gas chromatography","","Aggrading",622,NA,NA,"None",NA,NA,59,7,34,"Forest",0,0,11.09,1022.25,5.7903872933472,28.7086596905317
6504,2011,1.5,42.588,-3.667,"Hontomín",6860,NA,"Mediterranean","Unmanaged","Forest","Deciduous",NA,NA,"IRGA","","Mature",846,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.19272727272727,420,-1.10688543392552,-573.541340309468
6734,2011.5,3,29.775,106.342,"Jinyun Mountain National Nature Reserve",10006,864.5,"Subtropical","Unmanaged","Forest","Mixed",NA,NA,"IRGA","Exclusion","Mature",1029,749,280,"None",1.03,NA,NA,NA,NA,"Forest",0,0,5.75666666666667,853.416666666667,0.457053960013869,-140.124673642802
6735,2011.5,3,29.775,106.342,"Jinyun Mountain National Nature Reserve",10006,855.2,"Subtropical","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","Exclusion","Mature",1491,1317,174,"None",0.96,NA,NA,NA,NA,"Forest",0,0,5.75666666666667,853.416666666667,0.457053960013869,-140.124673642802
6811,2014.5,1,22.08,106.8,"Guangxi Youyiguan Forest Ecosystem Research Station",10467,NA,"Subtropical","Managed","Forest","Evergreen",22.3,1300,"IRGA","Exclusion","Mature",1816,1249,567,"None",NA,NA,NA,NA,NA,"Forest",0,0,7.08416666666667,1241.66666666667,1.78455396001387,248.125326357198
6886,2014.5,3,47.789,13.639,"None",10507,1000,"Temperate","Managed","Forest","Mixed",6.6,1964,"IRGA","Extraction","Mature",565,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.58818181818182,1597.5,-3.71143088847098,603.958659690532
6924,2008.5,1,26.97,107.12,"Kaiyang",11758,1250,"Subtropical","Unmanaged","Forest","Mixed",12.8,1258,"IRGA","","Mature",844.29,NA,NA,"None",NA,12.35,NA,NA,NA,"Forest",0,0,4.59636363636364,714.75,-0.703249070289162,-278.791340309468
6925,2008.5,1,27.05,106.98,"Kaiyang",11758,1250,"Subtropical","Unmanaged","Forest","Mixed",12.8,1258,"IRGA","","Mature",779.95,NA,NA,"None",NA,9.07,NA,NA,NA,"Forest",0,0,4.59636363636364,714.75,-0.703249070289162,-278.791340309468
6926,2008.5,1,26.88,106.85,"Kaiyang",11758,1225,"Subtropical","Unmanaged","Forest","Evergreen",12.8,1258,"IRGA","","Mature",949.87,NA,NA,"None",NA,11.23,NA,NA,NA,"Forest",0,0,4.59636363636364,714.75,-0.703249070289162,-278.791340309468
6927,2004.5,1,24.53,101.02,"Ainaoshang",11761,2476,"","Natural","Forest","Evergreen",11.3,1931,"IRGA","","Mature",1018.35,NA,NA,"None",NA,16.89,NA,NA,NA,"Forest",0,0,3.83272727272727,688.583333333333,-1.46688543392553,-304.958006976135
6945,1997.5,1,30.52,120.17,"Xihu",11769,NA,"Subtropical","Managed","Forest","Evergreen",16.7,1410,"IRGA","","Aggrading",429.56,NA,NA,"None",1.08,NA,NA,NA,NA,"Forest",0,0,6.19,1447.08333333333,0.890387293347202,453.541993023865
6946,1997.5,1,30.52,120.17,"Xihu",11769,NA,"Subtropical","Managed","Forest","Evergreen",16.7,1410,"IRGA","","Aggrading",635.74,NA,NA,"None",1.18,NA,NA,NA,NA,"Forest",0,0,6.19,1447.08333333333,0.890387293347202,453.541993023865
6969,2009.5,2,31.35,110.52,"Shennongjia",11781,780,"Subtropical","Natural","Forest","Evergreen",NA,850,"IRGA","Exclusion","Mature",615.71,425.74,189.97,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.938,1537.5,-1.3616127066528,543.958659690532
6970,2009.5,2,31.32,110.48,"Shennongjia",11781,1670,"Subtropical","Natural","Forest","Mixed",NA,1200,"IRGA","Exclusion","Mature",677.28,422.33,254.69,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.938,1537.5,-1.3616127066528,543.958659690532
6971,2009.5,2,31.3,110.52,"Shennongjia",11781,1970,"Subtropical","Natural","Forest","Deciduous",NA,1050,"IRGA","Exclusion","Mature",657.72,442.77,214.95,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.938,1537.5,-1.3616127066528,543.958659690532
6972,2009.5,2,31.47,110.3,"Shennongjia",11781,2570,"Subtropical","Natural","Forest","Evergreen",NA,1100,"IRGA","Exclusion","Mature",512.78,301.99,210.79,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.938,714.75,-1.3616127066528,-278.791340309468
7000,2008,1,29.97,102.98,"Yaan",11802,580,"Subtropical","Managed","Forest","Deciduous",16.1,1772.2,"IRGA","","Aggrading",352.41,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.62636363636364,1222.41666666667,0.326750929710838,228.875326357198
7001,2008,1,29.97,102.98,"Yaan",11802,580,"Subtropical","Managed","Forest","Deciduous",16.1,1772.2,"IRGA","","Aggrading",400.77,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.62636363636364,1222.41666666667,0.326750929710838,228.875326357198
7002,2008,1,29.97,102.98,"Yaan",11802,580,"Subtropical","Managed","Forest","Deciduous",16.1,1772.2,"IRGA","","Aggrading",510.27,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.62636363636364,1222.41666666667,0.326750929710838,228.875326357198
7015,2006,1,37.73,112.42,"Taiyuan, tianlongshan",11805,1443,"Temperate","Natural","Forest","Evergreen",10,478,"IRGA","","Mature",1422.62,NA,NA,"None",1.29,NA,NA,NA,NA,"Forest",0,0,3.95181818181818,354,-1.34779452483462,-639.541340309468
7016,2007,1,37.73,112.42,"Taiyuan, tianlongshan",11805,1443,"Temperate","Natural","Forest","Evergreen",10,478,"IRGA","","Mature",1080.36,NA,NA,"None",1.29,NA,NA,NA,NA,"Forest",0,0,3.93909090909091,446.166666666667,-1.36052179756189,-547.374673642802
7017,2008,1,37.73,112.42,"Taiyuan, tianlongshan",11805,1443,"Temperate","Natural","Forest","Evergreen",10,478,"IRGA","","Mature",983.3,NA,NA,"None",1.29,NA,NA,NA,NA,"Forest",0,0,3.75272727272727,323,-1.54688543392553,-670.541340309468
7018,2006,1,37.73,112.42,"Taiyuan, tianlongshan",11805,1443,"Temperate","Natural","Grassland","Deciduous",10,478,"IRGA","","Mature",1467.53,NA,NA,"None",1.38,NA,NA,NA,NA,"Grassland",0,0,3.95181818181818,354,-1.34779452483462,-639.541340309468
7019,2007,1,37.73,112.42,"Taiyuan, tianlongshan",11805,1443,"Temperate","Natural","Grassland","Deciduous",10,478,"IRGA","","Mature",1040.93,NA,NA,"None",1.38,NA,NA,NA,NA,"Grassland",0,0,3.93909090909091,446.166666666667,-1.36052179756189,-547.374673642802
7020,2008,1,37.73,112.42,"Taiyuan, tianlongshan",11805,1443,"Temperate","Natural","Grassland","Deciduous",10,478,"IRGA","","Mature",1218.25,NA,NA,"None",1.38,NA,NA,NA,NA,"Grassland",0,0,3.75272727272727,323,-1.54688543392553,-670.541340309468
7021,2006,1,37.73,112.42,"Taiyuan, tianlongshan",11805,1442,"Temperate","Natural","Shrubland","Evergreen",10,478,"IRGA","","Mature",1694.97,NA,NA,"None",1.37,NA,NA,NA,NA,"Shrubland",0,0,3.95181818181818,354,-1.34779452483462,-639.541340309468
7022,2007,1,37.73,112.42,"Taiyuan, tianlongshan",11805,1442,"Temperate","Natural","Shrubland","Evergreen",10,478,"IRGA","","Mature",1269.95,NA,NA,"None",1.37,NA,NA,NA,NA,"Shrubland",0,0,3.93909090909091,446.166666666667,-1.36052179756189,-547.374673642802
7023,2008,1,37.73,112.42,"Taiyuan, tianlongshan",11805,1442,"Temperate","Natural","Shrubland","Evergreen",10,478,"IRGA","","Mature",1305.05,NA,NA,"None",1.37,NA,NA,NA,NA,"Shrubland",0,0,3.75272727272727,323,-1.54688543392553,-670.541340309468
7126,2009.5,1,40,-3.5,"Aranjuez experimental station",11859,590,"Mediterranean","","Grassland","Deciduous",15,349,"IRGA","","Mature",250,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.62,270.583333333333,0.320387293347202,-722.958006976135
7130,2010.5,1,40,-3.5,"Aranjuez experimental station",11859,590,"Mediterranean","","Grassland","Deciduous",15,349,"IRGA","","Mature",351,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.54181818181818,270.583333333333,0.242205475165384,-722.958006976135
7186,2010,1,29.7,103.23,"Liujiang",11903,600,"Subtropical","Managed","Forest","Evergreen",NA,NA,"IRGA","Exclusion","Aggrading",428,219.86,208.14,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.57181818181818,1137.16666666667,-3.72779452483462,143.625326357198
7196,2010,5,31.62,103.92,"Maoxian mountain",11913,NA,"Boreal","Managed","Forest","Evergreen",8.9,900,"IRGA","","Aggrading",434.35,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.96818181818182,1101.5,0.66856911152902,107.958659690532
7436,2011.5,1,47.8417,14.4417,"Zobelboden",9562,950,"Temperate","Natural","Forest","Evergreen",7.8,1645,"IRGA","Exclusion","Mature",751,589,162,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.91727272727273,726.583333333333,-2.38233997938007,-266.958006976135
7437,2011.5,1,47.8417,14.4417,"Zobelboden",9562,950,"Temperate","Natural","Forest","Evergreen",7.8,1645,"IRGA","Exclusion","Mature",933,645,288,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.91727272727273,726.583333333333,-2.38233997938007,-266.958006976135
7482,2008,1,47.55,7.6,"Basel",9697,500,"Temperate","Natural","Forest","Evergreen",14.7,800,"IRGA","","Mature",887,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.59,793.333333333333,-0.709612706652798,-200.208006976135
7484,2009,1,47.55,7.6,"Basel",9697,500,"Temperate","Natural","Forest","Evergreen",14.7,800,"IRGA","","Mature",906,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.26909090909091,637.5,-2.03052179756189,-356.041340309468
7486,2009,1,47.55,7.6,"Basel",9697,500,"Temperate","Natural","Forest","Evergreen",14.7,800,"IRGA","","Mature",909,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.26909090909091,637.5,-2.03052179756189,-356.041340309468
7488,2010,1,47.55,7.6,"Basel",9697,500,"Temperate","Natural","Forest","Evergreen",14.7,800,"IRGA","","Mature",784,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.28272727272727,637.5,-2.01688543392553,-356.041340309468
7490,2011,1,47.55,7.6,"Basel",9697,500,"Temperate","Natural","Forest","Evergreen",14.7,800,"IRGA","","Mature",845,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.46909090909091,724.666666666667,-0.830521797561889,-268.874673642802
7720,2011.5,1,30.883,102.966,"Wolong Nature Reserve",11020,2700,"","Managed","Forest","Deciduous",8.4,861.8,"IRGA","Exclusion","Mature",836.34,605.5,NA,"None",1.47,NA,NA,NA,NA,"Forest",0,0,5.93727272727273,853.416666666667,0.637660020619929,-140.124673642802
7721,2011.5,1,30.883,102.966,"Wolong Nature Reserve",11020,2700,"","Managed","Forest","Deciduous",8.4,861.8,"IRGA","Exclusion","Mature",594.14,427.63,NA,"None",1.47,NA,NA,NA,NA,"Forest",0,0,5.93727272727273,853.416666666667,0.637660020619929,-140.124673642802
7751,2014,2,-30.4,24.4,"Ukulinga Farm",11024,842.5,"Temperate","Managed","Grassland","Deciduous",16,694,"IRGA","","Aggrading",681.18,NA,NA,"None",1,13.7,20,43,37,"Grassland",0,0,4.914,613.666666666667,-0.385612706652799,-379.874673642802
7830,2012,NA,35.25,-77.466,"Coastal Plain",11070,NA,"Temperate","Managed","Forest","Evergreen",17.3,1259,"IRGA","Exclusion","Aggrading",1003,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,18.4825,1171.91666666667,13.1828872933472,178.375326357198
8028,2009.5,1,40.67,-77.9,"Stone Valley Forest",8350,NA,"Temperate","Unmanaged","","Deciduous",13.25,876,"IRGA","","Aggrading",379.7,NA,NA,"None",NA,21,17,67,16,"",0,0,3.14083333333333,928.142857142857,-2.15877937331946,-65.3984831666112
8032,2010.5,1,50.06,19.92,"Mickiewicz Avenue",8300,NA,"Temperate","Managed","Urban","Deciduous",8,600,"Gas chromatography","","Aggrading",1268.95,NA,NA,"None",NA,NA,NA,NA,NA,"Urban",0,0,2.28909090909091,796.666666666667,-3.01052179756189,-196.874673642802
8033,2011.5,1,50.06,19.92,"Mickiewicz Avenue",8300,NA,"Temperate","Managed","Urban","Deciduous",8,600,"Gas chromatography","","Aggrading",1106.91,NA,NA,"None",NA,NA,NA,NA,NA,"Urban",0,0,3.66363636363636,990.833333333333,-1.63597634301643,-2.70800697613493
8034,2010.5,1,50.06,19.9,"Blonia Urban Meadow",8300,NA,"Temperate","Managed","Urban","Deciduous",8,600,"Gas chromatography","","Aggrading",1461.69,NA,NA,"None",NA,NA,NA,NA,NA,"Urban",0,0,2.28909090909091,796.666666666667,-3.01052179756189,-196.874673642802
8035,2011.5,1,50.06,19.9,"Blonia Urban Meadow",8300,NA,"Temperate","Managed","Urban","Deciduous",8,600,"Gas chromatography","","Aggrading",2142.78,NA,NA,"None",NA,NA,NA,NA,NA,"Urban",0,0,3.66363636363636,990.833333333333,-1.63597634301643,-2.70800697613493
8141,2006.5,1,33.2805,-80.169,"Berkeley County",8492,24,"Temperate","Managed","Forest","Evergreen",14.6,1200,"IRGA","Exclusion","Aggrading",3364.2,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.606,1397.08333333333,1.3063872933472,403.541993023865
8142,2006.5,1,33.2805,-80.169,"Berkeley County",8492,24,"Temperate","Managed","Forest","Evergreen",14.6,1200,"IRGA","Exclusion","Aggrading",2944.62,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.606,1397.08333333333,1.3063872933472,403.541993023865
8143,2007.5,1,33.2805,-80.169,"Berkeley County",8492,24,"Temperate","Managed","Forest","Evergreen",14.6,1200,"IRGA","Exclusion","Aggrading",3477.6,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,13.468,1231.91666666667,8.1683872933472,238.375326357198
8144,2007.5,1,33.2805,-80.169,"Berkeley County",8492,24,"Temperate","Managed","Forest","Evergreen",14.6,1200,"IRGA","Exclusion","Aggrading",3148.74,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,13.468,1231.91666666667,8.1683872933472,238.375326357198
8235,2010.5,1,30.1,119.98,"Miaoshanwu",8665,NA,"Temperate","Natural","Forest","Evergreen",16.2,1464,"IRGA","Exclusion","",1392.64,1127.73,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.31363636363636,1133.25,1.01402365698357,139.708659690532
8442,2009,1,31.616,103.9,"Maoxian Mountain Ecosystem Research Station",11255,NA,"Temperate","Managed","Forest","Evergreen",8.9,900,"IRGA","","Mature",697.15,NA,NA,"None",0.92,NA,NA,NA,NA,"Forest",0,0,4.90333333333333,714.75,-0.396279373319465,-278.791340309468
8446,2010,1,31.616,103.9,"Maoxian Mountain Ecosystem Research Station",11255,NA,"Temperate","Managed","Forest","Evergreen",8.9,900,"IRGA","","Mature",646.05,NA,NA,"None",0.92,NA,NA,NA,NA,"Forest",0,0,5.96818181818182,1101.5,0.66856911152902,107.958659690532
8450,2011,1,31.616,103.9,"Maoxian Mountain Ecosystem Research Station",11255,NA,"Temperate","Managed","Forest","Evergreen",8.9,900,"IRGA","","Mature",521.95,NA,NA,"None",0.92,NA,NA,NA,NA,"Forest",0,0,5.89181818181818,853.416666666667,0.592205475165383,-140.124673642802
8527,2013,1,36.675,-109.416,"",11311,1310,"Boreal","Managed","Grassland","Evergreen",13,269,"IRGA","","Mature",551.15,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,11.765,293.5,6.4653872933472,-700.041340309468
8528,2013,1,36.675,-109.416,"",11311,1310,"Boreal","Managed","Grassland","Evergreen",13,269,"IRGA","","Mature",401.5,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,11.765,293.5,6.4653872933472,-700.041340309468
8587,2011.5,1,22.17,106.83,"Pingxiang",11353,500,"Subtropical","Natural","Forest","Evergreen",21,1400,"IRGA","","Mature",901.55,NA,NA,"None",1.29,15.8,NA,NA,NA,"Forest",0,0,11.09,1537,5.7903872933472,543.458659690532
8605,2011,1,29.7,113.88,"Chibi",11365,160,"Temperate","Unmanaged","Forest","Evergreen",16.9,1429.5,"IRGA","Exclusion","Mature",3260,NA,1070,"None",1.28,17.52,NA,NA,NA,"Forest",0,0,11.09,117.181818181818,5.7903872933472,-876.35952212765
8606,2011,1,29.7,113.88,"Chibi",11365,158,"Temperate","Unmanaged","Forest","Evergreen",16.9,1429.5,"IRGA","Exclusion","Mature",3860,NA,1250,"None",1.2,11.55,NA,NA,NA,"Forest",0,0,11.09,117.181818181818,5.7903872933472,-876.35952212765
8673,2008.5,1,36.26,9.81,"Zhaghouan",11408,515.38,"Mediterranean","Unmanaged","Forest","Evergreen",18.8,403,"IRGA","","Mature",496.4,NA,NA,"None",NA,5.2,52.15,37.01,10.84,"Forest",0,0,5.93833333333333,600.909090909091,0.638720626680535,-392.632249400377
8674,2008.5,1,36.22,9.78,"Zhaghouan",11408,615.24,"Mediterranean","Unmanaged","Forest","Evergreen",18.8,403,"IRGA","","Mature",872.35,NA,NA,"None",NA,9.13,45.95,37.37,16.68,"Forest",0,0,5.93833333333333,600.909090909091,0.638720626680535,-392.632249400377
8683,2010,1,30.27,120.16,"Hangzhou",11422,NA,"Temperate","Unmanaged","Wetland","Deciduous",16,1273,"IRGA","Exclusion","Aggrading",1768.2,266.04,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,6.31363636363636,788.666666666667,1.01402365698357,-204.874673642802
8684,2010,1,30.27,120.16,"Hangzhou",11422,NA,"Temperate","Unmanaged","Wetland","Deciduous",16,1273,"IRGA","Exclusion","Aggrading",1426.08,266.04,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,6.31363636363636,788.666666666667,1.01402365698357,-204.874673642802
8685,2010,1,30.27,120.16,"Hangzhou",11422,NA,"Temperate","Unmanaged","Wetland","Deciduous",16,1273,"IRGA","Exclusion","Aggrading",626.04,266.04,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,6.31363636363636,788.666666666667,1.01402365698357,-204.874673642802
8720,2010,2,29.23,-103.17,"Big Bend National Park",11474,NA,"Mediterranean","Natural","Desert","Deciduous",19.4,342,"IRGA","","",249.48,NA,NA,"None",NA,NA,NA,NA,NA,"Desert",0,0,5.99416666666667,256.583333333333,0.694553960013868,-736.958006976135
8870,2010,1,43.53,-80.22,"Guelph",9070,340,"Boreal","Managed","Forest","Deciduous",7.2,NA,"IRGA","Exclusion","Aggrading",477,NA,273,"None",1.55,NA,21.7,52.2,26.1,"Forest",0,0,11.1688888888889,676.666666666667,5.86927618223609,-316.874673642802
8871,2010,1,43.53,-80.22,"Guelph",9070,340,"Boreal","Managed","Forest","Deciduous",7.2,NA,"IRGA","Exclusion","Aggrading",737,NA,383,"None",1.31,NA,20.9,53.8,25.3,"Forest",0,0,11.1688888888889,676.666666666667,5.86927618223609,-316.874673642802
9105,2014.5,1,31.965,111.925,"Forest Ecological Research Station, Baotianman Natural Reserve",10526,1400,"Temperate","","Forest","Deciduous",15.1,890,"IRGA","Exclusion","Mature",497,388,109,"None",NA,NA,59,12,29,"Forest",0,0,5.70090909090909,1461.66666666667,0.401296384256292,468.125326357198
9107,2015.5,1,31.965,111.925,"Forest Ecological Research Station, Baotianman Natural Reserve",10526,1400,"Temperate","","Forest","Deciduous",15.1,890,"IRGA","Exclusion","Mature",603,506,97,"None",NA,NA,59,12,29,"Forest",0,0,5.63090909090909,1461.66666666667,0.331296384256293,468.125326357198
9242,2014,1,47.83,14.43,"Northern Limestone Alps",10533,950,"Temperate","Unmanaged","Forest","Evergreen",7.8,1645,"IRGA","Exclusion","Mature",890,500,390,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.15090909090909,771.833333333333,-1.14870361574371,-221.708006976135
9282,2014.5,1,52.4,0.87,"Grassland site",10555,NA,"Mediterranean","Managed","Grassland","Deciduous",14.5,665,"IRGA","Exclusion","Aggrading",1317.65,NA,NA,"None",NA,18,0.6,NA,NA,"Grassland",0,0,4.54545454545455,1172.75,-0.754158161198252,179.208659690532
9283,2014.5,1,52.5,0.67,"Forest site",10555,NA,"Mediterranean","Managed","Forest","Evergreen",14.5,665,"IRGA","Exclusion","Mature",1281.15,NA,NA,"None",NA,22,1,NA,NA,"Forest",0,0,4.54545454545455,1172.75,-0.754158161198252,179.208659690532
9505,2010,1,30.65,-84.2,"Tall Timbers Research Station",10634,NA,"Tropical","Unmanaged","Forest","Evergreen",19.05,1370,"IRGA","","Aggrading",1863.54,NA,NA,"None",1.07,20.53,NA,NA,NA,"Forest",0,0,18.48,911.571428571429,13.1803872933472,-81.9699117380397
9562,2011.5,1,44.5277,-87.9264,"Green Bay",10677,NA,"Temperate","Unmanaged","Grassland","Deciduous",6.9,740,"IRGA","Model","Aggrading",1487,641,NA,"None",1.13,NA,41,41,18,"Grassland",0,0,2.27,565.833333333333,-3.0296127066528,-427.708006976135
9563,2011.5,1,44.5277,-87.9264,"Green Bay",10677,NA,"Temperate","Unmanaged","Grassland","Deciduous",6.9,740,"IRGA","Model","Aggrading",1527,655,NA,"None",1.08,NA,56,36,8,"Grassland",0,0,2.27,565.833333333333,-3.0296127066528,-427.708006976135
9564,2011.5,1,44.5277,-87.9264,"Green Bay",10677,NA,"Temperate","Unmanaged","Grassland","Deciduous",6.9,740,"IRGA","Model","Aggrading",1171,532,NA,"None",0.97,NA,70,26,4,"Grassland",0,0,2.27,565.833333333333,-3.0296127066528,-427.708006976135
9565,2011.5,1,44.5277,-87.9264,"Green Bay",10677,NA,"Temperate","Unmanaged","Grassland","Deciduous",6.9,740,"IRGA","Model","Aggrading",1014,475,NA,"None",1.12,NA,41,37,22,"Grassland",0,0,2.27,565.833333333333,-3.0296127066528,-427.708006976135
9566,2011.5,1,44.5277,-87.9264,"Green Bay",10677,NA,"Temperate","Unmanaged","Grassland","Deciduous",6.9,740,"IRGA","Model","Aggrading",1680,706,NA,"None",0.79,NA,42,42,16,"Grassland",0,0,2.27,565.833333333333,-3.0296127066528,-427.708006976135
9568,2011.5,1,44.5277,-87.9264,"Green Bay",10677,NA,"Temperate","Unmanaged","Grassland","Deciduous",6.9,740,"IRGA","Model","Aggrading",1376,602,NA,"None",0.94,NA,49.17,36.83,14,"Grassland",0,0,2.27,565.833333333333,-3.0296127066528,-427.708006976135
9579,2012,1,25.05,102.75,"Kunming",10684,2003.5,"Subtropical","Managed","Forest","Deciduous",15,1011,"IRGA","","Aggrading",529.25,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.7675,729.181818181818,-0.532112706652798,-264.35952212765
9599,2013,1,29.53,103.25,"Hongya",10695,1600,"Subtropical","Natural","Forest","Evergreen",10,2323,"IRGA","","Mature",553.5,NA,NA,"None",0.4,45.3,NA,NA,NA,"Forest",0,0,1.52090909090909,1375.5,-3.77870361574371,381.958659690532
9624,2015.5,1,32.75,111.22,"Wulongchi Experiment Station",10748,240,"Subtropical","Unmanaged","Forest","Evergreen",15.7,749.3,"Gas chromatography","Exclusion","Mature",2189.21,1714.33,NA,"None",NA,14.45,11,41,48,"Forest",0,0,5.63090909090909,1461.66666666667,0.331296384256293,468.125326357198
9860,2011,1,39.28,-3.1,"Castilla-La Mancha Region",10850,1400,"Mediterranean","Unmanaged","Forest","Evergreen",11.1,652,"IRGA","","Mature",514,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.12,270.583333333333,0.820387293347202,-722.958006976135
9864,2012,1,39.28,-3.1,"Castilla-La Mancha Region",10850,1400,"Mediterranean","Unmanaged","Forest","Evergreen",11.1,652,"IRGA","","Mature",468,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.45545454545455,311.5,0.155841838801747,-682.041340309468
9868,2013,1,39.28,-3.1,"Castilla-La Mancha Region",10850,1400,"Mediterranean","Unmanaged","Forest","Evergreen",11.1,652,"IRGA","","Mature",438,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.42727272727273,394.5,0.127660020619929,-599.041340309468
9960,2015.5,1,28.47,89.85,"",10897,2640,"Temperate","Unmanaged","Forest","Evergreen",12,1120,"IRGA","Model","Mature",1450,NA,NA,"None",0.61,NA,NA,NA,NA,"Forest",0,0,2.97181818181818,258,-2.32779452483462,-735.541340309468
9981,2010,1,52.6,-8.9,"Curraghchase Forest Park",10916,NA,"Temperate","Unmanaged","Forest","Mixed",10.7,978,"IRGA","Exclusion","Aggrading",817.6,605.9,NA,"None",1.09,NA,NA,NA,NA,"Forest",0,0,3.50181818181818,704.25,-1.79779452483462,-289.291340309468
10034,2008,1,39.67,-1.92,"",10981,1000,"Mediterranean","Unmanaged","Forest","Mixed",15.5,510,"IRGA","","Aggrading",1368.75,NA,NA,"None",NA,17.52,60,17,23,"Forest",0,0,4.82454545454545,213.25,-0.475067252107344,-780.291340309468
10035,2008,1,39.67,-1.92,"",10981,1000,"Mediterranean","Unmanaged","Forest","Mixed",15.5,510,"IRGA","","Aggrading",737.3,NA,NA,"None",NA,17.5,62,21,17,"Forest",0,0,4.82454545454545,213.25,-0.475067252107344,-780.291340309468
