"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site_name","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Rh_annual","Ra_annual","Manipulation","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","Ecosystem_type2","Outlier_rh","Outlier_ra","Mean.Temp.","Mean.Precip.","delta.Mean.Temp.","delta.Mean.Precip."
9747,2013,1,-41.53,-72.6,"",10768,760,"Mediterranean","Unmanaged","Forest","Evergreen",7.26,4860,"IRGA","Exclusion","Mature",535,313,209,"None",0.22,83,NA,NA,NA,"Forest",0,0,4.50363636363636,1329.5,-0.795976343016434,335.958659690532
9770,2014,1,-2.41,-48.15,"Tome-Acu",10811,NA,"Tropical","","Forest","Deciduous",26.4,2663,"Gas chromatography","Model","Mature",1520,230,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.685,2564.66666666667,3.3853872933472,1571.1253263572
9774,2014,1,-2.41,-48.15,"Tome-Acu",10811,NA,"Tropical","","Forest","Deciduous",26.4,2663,"Gas chromatography","Model","Mature",1170,230,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.685,2564.66666666667,3.3853872933472,1571.1253263572
9780,2011.5,1,18.32,-65.82,"Luquillo Experimental Forest",10813,350,"Subtropical","Natural","Forest","Deciduous",25,3537,"IRGA","","Mature",385.56,NA,NA,"None",0.8,14,NA,NA,53,"Forest",0,0,12.7166666666667,1231.91666666667,7.41705396001387,238.375326357198
9784,2011.5,1,18.32,-65.81,"Luquillo Experimental Forest",10813,600,"Subtropical","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",332.64,NA,NA,"None",0.6,17,NA,NA,56,"Forest",0,0,12.7166666666667,1231.91666666667,7.41705396001387,238.375326357198
9788,2011.5,1,18.31,-65.8,"Luquillo Experimental Forest",10813,1000,"Subtropical","Natural","Forest","Deciduous",19,4849,"IRGA","","Mature",498.96,NA,NA,"None",0.9,20,NA,NA,36,"Forest",0,0,12.7166666666667,1231.91666666667,7.41705396001387,238.375326357198
9805,2013.5,1,21.919,101.27,"Xishuangbanna prefecture",10819,561,"Tropical","Managed","Forest","Deciduous",22.26,1166,"IRGA","","Mature",848,NA,NA,"None",1.12,9.2,27,32,41,"Forest",0,0,7,1511.58333333333,1.7003872933472,518.041993023865
9806,2013.5,1,21.907,101.27,"Xishuangbanna prefecture",10819,596,"Temperate","Managed","Forest","Deciduous",22.26,1166,"IRGA","","Aggrading",675,NA,NA,"None",1.07,9.7,23,38,39,"Forest",0,0,7,1511.58333333333,1.7003872933472,518.041993023865
9807,2013.5,1,21.907,101.27,"Xishuangbanna prefecture",10819,611,"Temperate","Managed","Forest","Deciduous",22.26,1166,"IRGA","","Aggrading",598,NA,NA,"None",1.09,9.6,21,35,44,"Forest",0,0,7,1511.58333333333,1.7003872933472,518.041993023865
9808,2013.5,1,21.943,101.243,"Xishuangbanna prefecture",10819,585,"Temperate","Managed","Forest","Deciduous",22.26,1166,"IRGA","","Aggrading",509,NA,NA,"None",1.22,9.4,43,27,30,"Forest",0,0,7,1511.58333333333,1.7003872933472,518.041993023865
9818,2012,1,36.05,140.11,"",10778,23,"Temperate","Unmanaged","Forest","Evergreen",13.8,1283,"IRGA","","Mature",1500,NA,NA,"None",NA,6.32,NA,NA,NA,"Forest",0,0,4.94909090909091,1255.41666666667,-0.350521797561889,261.875326357198
9839,2014,1,40.61,8.15,"national Reserve Portoconte- Capo Caccia",10840,NA,"Mediterranean","Unmanaged","Shrubland","Deciduous",16.5,NA,"IRGA","","Aggrading",697.15,NA,NA,"None",NA,19.25,18,25,57,"Shrubland",0,0,4.96333333333333,636,-0.336279373319464,-357.541340309468
9840,2014,1,40.61,8.15,"national Reserve Portoconte- Capo Caccia",10840,NA,"Mediterranean","Unmanaged","Shrubland","Deciduous",16.5,NA,"IRGA","","Aggrading",744.6,NA,NA,"None",NA,19.25,18,25,57,"Shrubland",0,0,4.96333333333333,636,-0.336279373319464,-357.541340309468
9842,2014,1,55.5,55.65,"",10800,40,"Boreal","Unmanaged","Forest","Deciduous",8.5,564,"IRGA","","Mature",808.9,NA,NA,"None",NA,20,NA,NA,NA,"Forest",0,0,1.65,462.416666666667,-3.6496127066528,-531.124673642802
9843,2014,1,55.5,55.65,"",10800,40,"Boreal","Unmanaged","Forest","Deciduous",8.5,564,"IRGA","","Mature",666.6,NA,NA,"None",NA,20,NA,NA,NA,"Forest",0,0,1.65,462.416666666667,-3.6496127066528,-531.124673642802
9896,2010,1,29.2,118.2,"Young",10862,375,"Subtropical","Unmanaged","Forest","Evergreen",15.1,2000,"IRGA","Exclusion","Aggrading",623.7,419.58,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.36363636363636,1780.83333333333,1.06402365698357,787.291993023865
9897,2010,1,29.2,118.2,"Medium",10862,471,"Subtropical","Unmanaged","Forest","Evergreen",15.1,2000,"IRGA","Exclusion","Aggrading",502.74,389.34,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.36363636363636,1780.83333333333,1.06402365698357,787.291993023865
9898,2010,1,29.2,118.2,"Old",10862,558,"Subtropical","Unmanaged","Forest","Evergreen",15.1,2000,"IRGA","Exclusion","Aggrading",548.1,381.78,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.36363636363636,1780.83333333333,1.06402365698357,787.291993023865
9899,2004,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1855.98,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.68583333333333,1354.33333333333,1.38622062668053,360.791993023865
9900,2004,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1568.7,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.68583333333333,1354.33333333333,1.38622062668053,360.791993023865
9901,2004,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1440.18,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.68583333333333,1354.33333333333,1.38622062668053,360.791993023865
9902,2004,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1542.24,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.68583333333333,1354.33333333333,1.38622062668053,360.791993023865
9903,2004,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1988.28,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.68583333333333,1354.33333333333,1.38622062668053,360.791993023865
9904,2004,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1988.28,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.68583333333333,1354.33333333333,1.38622062668053,360.791993023865
9905,2007,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1855.98,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.85166666666667,1354.33333333333,1.55205396001387,360.791993023865
9906,2007,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1568.7,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.85166666666667,1354.33333333333,1.55205396001387,360.791993023865
9907,2007,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1440.18,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.85166666666667,1354.33333333333,1.55205396001387,360.791993023865
9908,2007,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1542.24,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.85166666666667,1354.33333333333,1.55205396001387,360.791993023865
9909,2007,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1988.28,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.85166666666667,1354.33333333333,1.55205396001387,360.791993023865
9910,2007,1,10.43,-84.05,"La Selva Biological Station",10863,NA,"Tropical","Unmanaged","Forest","Evergreen",25.1,4537,"IRGA","","Mature",1988.28,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.85166666666667,1354.33333333333,1.55205396001387,360.791993023865
9912,2004,1,40.4,16.7,"",10865,23,"Mediterranean","Managed","Forest","Deciduous",NA,550,"IRGA","Model","Mature",411.82,310.6,NA,"None",1.38,NA,68.8,16,15.3,"Forest",0,0,6.19090909090909,360,0.891296384256292,-633.541340309468
9913,2004,1,40.4,16.7,"",10865,23,"Mediterranean","Managed","Forest","Deciduous",NA,550,"IRGA","Model","Mature",444.55,335.3,NA,"None",1.42,NA,68.8,16,15.3,"Forest",0,0,6.19090909090909,360,0.891296384256292,-633.541340309468
9914,2014,1,-3,37.32,"",10868,5895,"Tropical","Managed","Grassland","Evergreen",5.3,1417,"IRGA","","Mature",63.072,NA,NA,"None",NA,12.86,NA,NA,NA,"Grassland",0,0,7.86833333333333,6897.5,2.56872062668053,5903.95865969053
9915,2014,1,-3,37.32,"",10868,5895,"Tropical","Managed","Grassland","Evergreen",5.3,1417,"IRGA","","Mature",101.0904,NA,NA,"None",NA,15,NA,NA,NA,"Grassland",0,0,7.86833333333333,6897.5,2.56872062668053,5903.95865969053
9916,2014,1,-3,37.32,"",10868,5895,"Tropical","Managed","Shrubland","Evergreen",5.3,1417,"IRGA","","Mature",95.1336,NA,NA,"None",NA,16.13,NA,NA,NA,"Shrubland",0,0,7.86833333333333,6897.5,2.56872062668053,5903.95865969053
9917,2012,1,51.1,3.85,"",10872,6.25,"Temperate","Unmanaged","Forest","Deciduous",9.5,726,"IRGA","","Mature",568.9,NA,NA,"None",1.48,NA,NA,NA,NA,"Forest",0,0,3.70272727272727,811.166666666667,-1.59688543392553,-182.374673642802
9918,2012,1,51.1,3.85,"",10872,6.25,"Temperate","Unmanaged","Grassland","Deciduous",9.5,726,"IRGA","","Mature",568.9,NA,NA,"None",1.28,NA,NA,NA,NA,"Grassland",0,0,3.70272727272727,811.166666666667,-1.59688543392553,-182.374673642802
9919,2013.5,1,50.96,-0.45,"",10873,NA,"Mediterranean","Unmanaged","Grassland","Deciduous",11,794,"IRGA","","Aggrading",912,NA,NA,"None",NA,NA,33.19,59.44,7.38,"Grassland",0,0,13.301,915.333333333333,8.0013872933472,-78.2080069761349
9920,2013.5,1,50.96,-0.45,"",10873,NA,"Mediterranean","Unmanaged","Grassland","Deciduous",11,794,"IRGA","","Aggrading",1522,NA,NA,"None",NA,NA,29.19,65.27,5.54,"Grassland",0,0,13.301,915.333333333333,8.0013872933472,-78.2080069761349
9921,2013.5,1,50.96,-0.45,"",10873,NA,"Mediterranean","Unmanaged","Grassland","Deciduous",11,794,"IRGA","","Aggrading",1522,NA,NA,"None",NA,NA,23.94,69.62,6.43,"Grassland",0,0,13.301,915.333333333333,8.0013872933472,-78.2080069761349
9925,2014,1,-43.4,172.2,"Canterbury",10878,35,"Temperate","Managed","Grassland","Deciduous",NA,NA,"IRGA","","Aggrading",730,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,4.41363636363636,702,-0.885976343016434,-291.541340309468
9951,2014,1,26.67,109.43,"",10893,NA,"Temperate","Unmanaged","Forest","Evergreen",16.5,1200,"IRGA","Exclusion","Aggrading",576.7,427.05,NA,"None",1.43,10.1,NA,NA,NA,"Forest",0,0,6.00454545454545,940.666666666667,0.704932747892657,-52.8746736428017
9952,2014,1,26.67,109.43,"",10893,NA,"Temperate","Unmanaged","Forest","Evergreen",16.5,1200,"IRGA","Exclusion","Aggrading",448.95,335.8,NA,"None",1.41,11,NA,NA,NA,"Forest",0,0,6.00454545454545,940.666666666667,0.704932747892657,-52.8746736428017
9953,2014,1,26.67,109.43,"",10893,NA,"Temperate","Unmanaged","Forest","Evergreen",16.5,1200,"IRGA","Exclusion","Aggrading",459.9,350.4,NA,"None",1.32,10.1,NA,NA,NA,"Forest",0,0,6.00454545454545,940.666666666667,0.704932747892657,-52.8746736428017
9954,2014,1,26.67,109.43,"",10893,NA,"Temperate","Unmanaged","Forest","Evergreen",16.5,1200,"IRGA","Exclusion","Aggrading",467.2,328.5,NA,"None",1.38,10.7,NA,NA,NA,"Forest",0,0,6.00454545454545,940.666666666667,0.704932747892657,-52.8746736428017
9955,2015,1,26.67,109.43,"",10893,NA,"Temperate","Unmanaged","Forest","Evergreen",16.5,1200,"IRGA","Exclusion","Aggrading",664.3,478.15,NA,"None",1.43,10.1,NA,NA,NA,"Forest",0,0,6.54818181818182,3916.66666666667,1.24856911152902,2923.1253263572
9956,2015,1,26.67,109.43,"",10893,NA,"Temperate","Unmanaged","Forest","Evergreen",16.5,1200,"IRGA","Exclusion","Aggrading",529.25,394.2,NA,"None",1.41,11,NA,NA,NA,"Forest",0,0,6.54818181818182,3916.66666666667,1.24856911152902,2923.1253263572
9957,2015,1,26.67,109.43,"",10893,NA,"Temperate","Unmanaged","Forest","Evergreen",16.5,1200,"IRGA","Exclusion","Aggrading",551.15,416.1,NA,"None",1.32,10.1,NA,NA,NA,"Forest",0,0,6.54818181818182,3916.66666666667,1.24856911152902,2923.1253263572
9958,2015,1,26.67,109.43,"",10893,NA,"Temperate","Unmanaged","Forest","Evergreen",16.5,1200,"IRGA","Exclusion","Aggrading",540.2,390.55,NA,"None",1.38,10.7,NA,NA,NA,"Forest",0,0,6.54818181818182,3916.66666666667,1.24856911152902,2923.1253263572
9959,2015.5,1,27.47,89.73,"",10897,3260,"Temperate","Unmanaged","Forest","Mixed",7.8,1167,"IRGA","Model","Mature",1280,NA,NA,"None",0.61,NA,NA,NA,NA,"Forest",0,0,7.21333333333333,1317.41666666667,1.91372062668054,323.875326357198
9965,2014,3,36.9,3.5,"",10905,580,"Mediterranean","Unmanaged","Grassland","Deciduous",15,490,"IRGA","","Aggrading",1073.1,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.595,352.25,0.295387293347201,-641.291340309468
9966,2014,3,36.9,3.5,"",10905,580,"Mediterranean","Unmanaged","Grassland","Deciduous",15,490,"IRGA","","Aggrading",1379.7,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.595,352.25,0.295387293347201,-641.291340309468
9967,2014,3,36.9,3.5,"",10905,580,"Mediterranean","Unmanaged","Grassland","Deciduous",15,490,"IRGA","","Aggrading",850.45,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.595,352.25,0.295387293347201,-641.291340309468
9982,2007,4,37.73,112.37,"Tianlong Mountain natural reserves area",10920,1019,"Temperate","Unmanaged","Shrubland","Deciduous",10,478,"IRGA","","Aggrading",1375.92,NA,NA,"None",1.15,15.59,NA,NA,NA,"Shrubland",0,0,3.93909090909091,446.166666666667,-1.36052179756189,-547.374673642802
9983,2007,4,37.73,112.37,"Tianlong Mountain natural reserves area",10920,1354,"Temperate","Unmanaged","Shrubland","Deciduous",10,478,"IRGA","","Aggrading",1016.82,NA,NA,"None",1.43,13.35,NA,NA,NA,"Shrubland",0,0,3.93909090909091,446.166666666667,-1.36052179756189,-547.374673642802
9984,2007,4,37.73,112.37,"Tianlong Mountain natural reserves area",10920,1442,"Temperate","Unmanaged","Shrubland","Deciduous",10,478,"IRGA","","Aggrading",1666.98,NA,NA,"None",1.37,25.6,NA,NA,NA,"Shrubland",0,0,3.93909090909091,446.166666666667,-1.36052179756189,-547.374673642802
10010,2010.5,5,52.23,-0.54,"",10820,NA,"Temperate","Managed","Forest","Evergreen",9.9,605,"Gas chromatography","Exclusion","Aggrading",297.75,173,NA,"None",NA,10.3,49,36,15,"Forest",0,0,2.386,819.5,-2.9136127066528,-174.041340309468
10032,2013.5,1,-41.87,-73.67,"Ancud",10979,NA,"Temperate","Unmanaged","Forest","Mixed",10,2110,"IRGA","","Mature",1131.82,NA,NA,"None",0.49,NA,NA,NA,NA,"Forest",0,0,4.50363636363636,1244.08333333333,-0.795976343016434,250.541993023865
10088,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",867.24,NA,NA,"None",0.22,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10089,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",630.72,NA,NA,"None",0.22,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10090,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",1016.16,NA,NA,"None",0.13,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10091,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",972.36,NA,NA,"None",0.13,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10092,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",3074.76,NA,NA,"None",0.38,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10093,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",2768.16,NA,NA,"None",0.38,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10094,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",2890.8,NA,NA,"None",0.42,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10095,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",1462.92,NA,NA,"None",0.13,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10096,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",823.44,NA,NA,"None",0.12,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10097,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",902.28,NA,NA,"None",0.12,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10098,2005,10,2.3,114,"",10951,NA,"Tropical","Unmanaged","Wetland","Evergreen",26.3,2235,"IRGA","","Mature",2268.84,NA,NA,"None",0.33,50,NA,NA,NA,"Wetland",0,0,11.09,2626.36363636364,5.7903872933472,1632.82229605417
10134,2011,1,35.2,128.2,"",10987,195,"Temperate","Unmanaged","Forest","Evergreen",13,1490,"IRGA","Exclusion","Aggrading",1164.24,729.54,NA,"None",NA,34,45,43,12,"Forest",0,0,4.03272727272727,1203,-1.26688543392553,209.458659690532
10137,2012,2,35.2,128.2,"",10987,195,"Temperate","Unmanaged","Forest","Evergreen",13,1490,"IRGA","Exclusion","Aggrading",1065.96,721.98,NA,"None",NA,34,45,43,12,"Forest",0,0,4.13818181818182,1203,-1.16143088847098,209.458659690532
10143,2013,2,23.2,112.2,"",10995,600,"Temperate","Unmanaged","Forest","Evergreen",21,1956,"IRGA","","Aggrading",709.128,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,7.33166666666667,1599.33333333333,2.03205396001387,605.791993023865
10145,2011,1,46.87,19.4,"",10997,108,"Mediterranean","Unmanaged","Shrubland","Deciduous",10.9,569,"IRGA","","Aggrading",317.52,NA,NA,"None",NA,NA,97.5,1.8,0.7,"Shrubland",0,0,3.70272727272727,990.833333333333,-1.59688543392553,-2.70800697613493
10147,2010.5,1,40.6,8.15,"",10997,35,"Mediterranean","Unmanaged","Shrubland","Deciduous",16.4,549,"IRGA","","Aggrading",1001.7,NA,NA,"None",NA,NA,75.4,11.2,13.4,"Shrubland",0,0,4.52916666666667,636,-0.770446039986131,-357.541340309468
10148,2011.5,1,56.4,10.95,"",10997,58,"Mediterranean","Unmanaged","Shrubland","Deciduous",8.7,644,"IRGA","","Aggrading",1402.38,NA,NA,"None",NA,NA,91.4,2.9,5.7,"Shrubland",0,0,3.12363636363636,734.083333333333,-2.17597634301643,-259.458006976135
10149,2011.5,1,55.9,11.95,"",10997,2,"Mediterranean","Unmanaged","Shrubland","Deciduous",8,613,"IRGA","","Aggrading",601.02,NA,NA,"None",NA,NA,91.7,5.9,2.4,"Shrubland",0,0,3.24,734.083333333333,-2.0596127066528,-259.458006976135
10150,2011,1,52.4,5.91,"",10997,25,"Mediterranean","Unmanaged","Shrubland","Deciduous",10.5,1004,"IRGA","","Aggrading",370.44,NA,NA,"None",NA,NA,93.5,6,0.5,"Shrubland",0,0,3.88181818181818,772.833333333333,-1.41779452483462,-220.708006976135
10151,2011,NA,53.05,-3.46,"",10997,490,"Mediterranean","Unmanaged","Shrubland","Deciduous",8.2,1345,"IRGA","","Aggrading",434.7,NA,NA,"None",NA,NA,40.2,50,9.8,"Shrubland",0,0,3.08545454545455,1030.25,-2.21415816119825,36.7086596905317
10170,2012.5,1,42.62,2.42,"Prades Mountains",11120,1020,"Mediterranean","Unmanaged","Forest","Evergreen",12,664,"IRGA","Exclusion","Aggrading",1135.15,751.9,NA,"None",NA,NA,49,32,19,"Forest",0,0,5.55181818181818,729.25,0.252205475165383,-264.291340309468
10171,2012.5,1,42.62,2.42,"Prades Mountains",11120,1020,"Mediterranean","Unmanaged","Forest","Evergreen",12,664,"IRGA","Exclusion","Aggrading",1069.45,675.25,NA,"None",NA,NA,49,32,19,"Forest",0,0,5.55181818181818,729.25,0.252205475165383,-264.291340309468
10172,2012.5,1,42.62,2.42,"Prades Mountains",11120,1020,"Mediterranean","Unmanaged","Forest","Evergreen",12,664,"IRGA","Exclusion","Aggrading",1065.8,722.7,NA,"None",NA,NA,49,32,19,"Forest",0,0,5.55181818181818,729.25,0.252205475165383,-264.291340309468
10173,2012.5,1,42.62,2.42,"Prades Mountains",11120,1020,"Mediterranean","Unmanaged","Forest","Evergreen",12,664,"IRGA","Exclusion","Aggrading",792.05,485.45,NA,"None",NA,NA,49,32,19,"Forest",0,0,5.55181818181818,729.25,0.252205475165383,-264.291340309468
10180,2012,1,31.85,117.3,"Hefei",11131,NA,"Temperate","Managed","Urban","Evergreen",15.7,1000,"IRGA","","Aggrading",532.9,NA,NA,"None",NA,11.42,12.91,51.84,35.25,"Urban",0,0,5.77181818181818,780.333333333333,0.472205475165384,-213.208006976135
10181,2012,1,31.85,117.3,"Hefei",11131,NA,"Temperate","Managed","Urban","Evergreen",15.7,1000,"IRGA","","Aggrading",835.85,NA,NA,"None",NA,14.38,18.89,49.85,31.26,"Urban",0,0,5.77181818181818,780.333333333333,0.472205475165384,-213.208006976135
10182,2012,1,31.85,117.3,"Hefei",11131,NA,"Temperate","Managed","Urban","Evergreen",15.7,1000,"IRGA","","Aggrading",938.05,NA,NA,"None",NA,3.74,14.89,50.26,34.85,"Urban",0,0,5.77181818181818,780.333333333333,0.472205475165384,-213.208006976135
10183,2012,1,31.85,117.3,"Hefei",11131,NA,"Temperate","Managed","Urban","Evergreen",15.7,1000,"IRGA","","Aggrading",1029.3,NA,NA,"None",NA,10.95,8.02,51.63,40.35,"Urban",0,0,5.77181818181818,780.333333333333,0.472205475165384,-213.208006976135
10184,2005,1,40,-105.5,"",11136,NA,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",609,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,11.357,330.2,6.0573872933472,-663.341340309468
10185,2005,1,40,-105.5,"",11136,NA,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",653,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,11.357,330.2,6.0573872933472,-663.341340309468
10186,2005,1,40,-105.5,"",11136,NA,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",701,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,11.357,330.2,6.0573872933472,-663.341340309468
10197,2013.5,1,37.7,107.22,"Yanchi",11143,1530,"","Unmanaged","Desert","Deciduous",8,NA,"IRGA","Exclusion","Aggrading",259,NA,NA,"None",1.54,NA,NA,NA,NA,"Desert",0,0,3.08454545454545,170.75,-2.21506725210734,-822.791340309468
10198,2013.5,1,37.7,107.22,"Yanchi",11143,1530,"","Unmanaged","Desert","Deciduous",8,NA,"IRGA","Exclusion","Aggrading",258,NA,NA,"None",1.54,NA,NA,NA,NA,"Desert",0,0,3.08454545454545,170.75,-2.21506725210734,-822.791340309468
10199,2013.5,1,37.7,107.22,"Yanchi",11143,1530,"","Unmanaged","Desert","Deciduous",8,NA,"IRGA","Exclusion","Aggrading",251,NA,NA,"None",1.54,NA,NA,NA,NA,"Desert",0,0,3.08454545454545,170.75,-2.21506725210734,-822.791340309468
10200,2013.5,1,37.7,107.22,"Yanchi",11143,1530,"","Unmanaged","Desert","Deciduous",8,NA,"IRGA","Exclusion","Aggrading",169,NA,NA,"None",1.54,NA,NA,NA,NA,"Desert",0,0,3.08454545454545,170.75,-2.21506725210734,-822.791340309468
10214,2010,1,23.15,112.5,"Dinghushan Biosphere Reserve",11146,NA,"Subtropical","Unmanaged","Forest","Evergreen",22.3,1680,"IRGA","Exclusion","Aggrading",1022,766.5,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.90166666666667,1183,1.60205396001387,189.458659690532
10215,2011,1,23.15,112.5,"Dinghushan Biosphere Reserve",11146,NA,"Subtropical","Unmanaged","Forest","Evergreen",22.3,1680,"IRGA","Exclusion","Aggrading",978.2,613.2,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.97833333333333,1183,1.67872062668054,189.458659690532
10216,2010,1,23.15,112.5,"Dinghushan Biosphere Reserve",11146,NA,"Subtropical","Unmanaged","Forest","Mixed",22.3,1680,"IRGA","Exclusion","Aggrading",1073.1,788.4,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.90166666666667,1183,1.60205396001387,189.458659690532
10217,2011,1,23.15,112.5,"Dinghushan Biosphere Reserve",11146,NA,"Subtropical","Unmanaged","Forest","Mixed",22.3,1680,"IRGA","Exclusion","Aggrading",1003.75,624.15,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.97833333333333,1183,1.67872062668054,189.458659690532
10218,2010,1,23.15,112.5,"Dinghushan Biosphere Reserve",11146,NA,"Subtropical","Unmanaged","Forest","Mixed",22.3,1680,"IRGA","Exclusion","Mature",1102.3,843.15,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.90166666666667,1183,1.60205396001387,189.458659690532
10219,2011,1,23.15,112.5,"Dinghushan Biosphere Reserve",11146,NA,"Subtropical","Unmanaged","Forest","Mixed",22.3,1680,"IRGA","Exclusion","Mature",1164.35,751.9,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.97833333333333,1183,1.67872062668054,189.458659690532
